"Target","Source","n","Weight"
"__clausewitz__","1010945933704683520",1,1
"__investigate__","1874599292",1,1
"__investigate__","20600333",1,1
"__investigate__","224533772",1,1
"__investigate__","2713992539",1,1
"__investigate__","2799727370",1,1
"__investigate__","733576813243301888",1,1
"__investigate__","968502825851478018",1,1
"_awatchfuleye_","1377953852239056897",1,1
"_c_nazifrei","1228732051727228929",1,1
"_c_nazifrei","1255978149550133255",1,1
"_c_nazifrei","1313481948598329345",1,1
"_c_nazifrei","1317748628111413248",1,1
"_c_nazifrei","1396749834980311042",1,1
"_c_nazifrei","1415636699875618816",1,1
"_c_nazifrei","221865870",1,1
"_c_nazifrei","3776000483",1,1
"_c_nazifrei","894207135562772481",1,1
"_dennis_l_","1045240457821933568",1,1
"_electroproject","2235621204",1,1
"_federde","1079033600765501440",1,1
"_federde","1302859711398776833",1,1
"_federde","1336300304980201472",2,2
"_federde","1368517640763871232",3,3
"_federde","1371108033271631873",1,1
"_federde","628046813",1,1
"_federde","748150573573210112",1,1
"_federde","994515708028604417",1,1
"_heimatliebe_","1001262842",1,1
"_heimatliebe_","1001919088711688192",1,1
"_heimatliebe_","1003914513773748224",1,1
"_heimatliebe_","1005328983846682624",1,1
"_heimatliebe_","1005825917598519297",1,1
"_heimatliebe_","1008982323310850050",3,3
"_heimatliebe_","1011671572153884672",1,1
"_heimatliebe_","1013055081963577344",1,1
"_heimatliebe_","1013338617182384128",1,1
"_heimatliebe_","1014878505929240576",3,3
"_heimatliebe_","1019969533",1,1
"_heimatliebe_","1020743064",1,1
"_heimatliebe_","1021998809797283842",4,4
"_heimatliebe_","1023689599040856064",1,1
"_heimatliebe_","1025301287863234560",5,5
"_heimatliebe_","1025432134838874112",3,3
"_heimatliebe_","1025843036012654592",5,5
"_heimatliebe_","1026043052358549504",1,1
"_heimatliebe_","1034358161208172544",2,2
"_heimatliebe_","1035809496931737601",1,1
"_heimatliebe_","1040506751727149056",1,1
"_heimatliebe_","1041038433064562688",1,1
"_heimatliebe_","1042058251813232640",5,5
"_heimatliebe_","1043822880931352577",1,1
"_heimatliebe_","1047495256437149698",1,1
"_heimatliebe_","1047957082945855488",4,4
"_heimatliebe_","1049659953613598720",1,1
"_heimatliebe_","105099914",4,4
"_heimatliebe_","1055055316306591745",2,2
"_heimatliebe_","1055463782",1,1
"_heimatliebe_","1056466033987465218",1,1
"_heimatliebe_","1058080329955721217",1,1
"_heimatliebe_","1062716655963271168",1,1
