Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum
2289953285,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18561
2829638994,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18562
2966627601,,,0,2,2,0,2,2,1,1,1,0,0,0.000015,294,0.000021,0,18563
3055711434,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18564
790673651087663104,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18565
88125543,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18566
martinsoechting,,,21,0,21,24,0,24,0,0,0,0,0.000126,0,294,0.000062,0,18
1913329362,,,0,1,1,0,1,1,1,1,1,0,0,0.000001,294,0.000021,0,18567
martinsonneborn,,,166,0,166,166,0,166,0,0,0,0,0.00014,0,294,0.001734,0,352
1017977172,,,0,2,2,0,2,2,1,1,1,0,0,0.000015,294,0.000021,0,18568
109394852,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18569
121538158,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18570
12506812,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18571
1275908808,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18572
1368995900,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18573
14450688,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18574
148300800,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18575
1493392362,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18576
15492753,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18577
161975950,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18578
1658492066,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18579
1689328196,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18580
18983282,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18581
210423314,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18582
211957506,,,0,2,2,0,2,2,1,1,1,0,0,0.000011,294,0.000021,0,18583
21199014,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18584
2184157520,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18585
224076015,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18586
2303126662,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18587
2461655094,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18588
2491731514,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18589
251983453,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18590
261397522,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18591
2650997826,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18592
275534386,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18593
27721637,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18594
2858542539,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18595
2861133154,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18596
2867639269,,,0,2,2,0,2,2,1,1,1,0,0,0.000002,294,0.000021,0,18597
2876226082,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18598
2887974417,,,0,2,2,0,2,2,1,1,1,0,0,0.000039,294,0.000021,0,18599
2932398790,,,0,2,2,0,2,2,1,1,1,0,0,0.000007,294,0.000021,0,18600
2942594213,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18601
3001996764,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18602
300905131,,,0,2,2,0,2,2,1,1,1,0,0,0.000002,294,0.000021,0,18603
31134503,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18604
320992858,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18605
331198855,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18606
3420705395,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18607
34870204,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18608
364862092,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18609
367147145,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18610
36970167,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18611
37885754,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18612
3843313642,,,0,5,5,0,5,5,1,1,1,0,0,0.00003,294,0.000021,0,18613
391372313,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18614
3968516897,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18615
40643671,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18616
4082401162,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18617
4110323062,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18618
41637725,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18619
417538245,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18620
4207701802,,,0,2,2,0,2,2,1,1,1,0,0,0.000015,294,0.000021,0,18621
4220591944,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18622
424443403,,,0,2,2,0,2,2,1,1,1,0,0,0.000002,294,0.000021,0,18623
43342490,,,0,3,3,0,3,3,1,1,1,0,0,0.000016,294,0.000021,0,18624
4342447468,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18625
4365654077,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18626
45100720,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18627
4765056676,,,0,2,2,0,2,2,1,1,1,0,0,0.000039,294,0.000021,0,18628
48455913,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18629
4853895057,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18630
4859291859,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18631
52053989,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18632
52101324,,,0,2,2,0,2,2,1,1,1,0,0,0.000002,294,0.000021,0,18633
524076012,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18634
52848502,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18635
540921594,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18636
542745296,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18637
54481001,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18638
554400906,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18639
57626386,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18640
66173789,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18641
710744054,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18642
732618598561222657,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18643
738467212210671616,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18644
741575480562835456,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18645
761230005825331200,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18646
790123070304518144,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18647
845403852606197760,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18648
851521826924761088,,,0,2,2,0,2,2,1,1,1,0,0,0.000002,294,0.000021,0,18649
868486304379662336,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18650
904409349635887104,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18651
930840097,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18652
98703205,,,0,1,1,0,1,1,1,1,1,0,0,0.000002,294,0.000021,0,18653
869628377627590657,,,0,1,1,0,1,1,1,1,1,0,0,0,290,0.000021,292,18655
martintriker,,,1,0,1,1,0,1,0,0,0,0,0,0,290,0.000038,292,18654
marvinnds13387,,,1,0,1,21,0,21,0,0,0,0,0.000221,0,17,0.000023,0,3490
marwen_84,,,1,0,1,1,0,1,0,0,0,0,0.000076,0,17,0.000024,0,4888
marwinbommel,,,2,0,2,2,0,2,0,0,0,0,0.00067,0,17,0.000021,0,961
329929419,,,0,1,1,0,1,1,1,1,1,0,0,0,291,0.000021,293,18657
maryherman2,,,1,0,1,1,0,1,0,0,0,0,0,0,291,0.000038,293,18656
maschmi73,,,38,0,38,43,0,43,0,0,0,0,0.01784,0,17,0.000073,0,624
206243488,,,0,1,1,0,1,1,1,1,1,0,0,0.000207,17,0.000021,0,18658
2978423943,,,0,4,4,0,4,4,1,1,1,0,0,0.005056,17,0.000021,0,18659
masseyfriend,,,2,0,2,2,0,2,0,0,0,0,0,0,294,0.00004,0,1958
908352270731014150,,,0,1,1,0,1,1,1,1,1,0,0,0,294,0.000021,0,18660
2154747080,,,0,1,1,0,1,1,1,1,1,0,0,0,292,0.000021,294,18662
masteramok82,,,1,0,1,1,0,1,0,0,0,0,0,0,292,0.000038,294,18661
mastermirror120,,,3,0,3,3,0,3,0,0,0,0,0.001005,0,17,0.000027,0,1092
matt88158,,,1,0,1,1,0,1,0,0,0,0,0.000694,0,17,0.000021,0,2396
112447581,,,0,1,1,0,1,1,1,1,1,0,0,0,294,0.000021,0,18663
matthias1985,,,7,0,7,7,0,7,0,0,0,0,0.000003,0,294,0.000107,0,9712
2916293543,,,0,1,1,0,1,1,1,1,1,0,0,0,294,0.000021,0,18664
3092471147,,,0,1,1,0,1,1,1,1,1,0,0,0,294,0.000021,0,18665
473017648,,,0,1,1,0,1,1,1,1,1,0,0,0,294,0.000021,0,18666
610194645,,,0,2,2,0,2,2,1,1,1,0,0,0.000107,294,0.000021,0,18667
2166300013,,,0,1,1,0,1,1,1,1,1,0,0,0,293,0.000021,295,18669
matthiasbieder,,,1,0,1,1,0,1,0,0,0,0,0,0,293,0.000038,295,18668
matthiasdaum,,,2,0,2,2,0,2,0,0,0,0,0.000002,0,294,0.000042,0,16377
2805047639,,,0,1,1,0,1,1,1,1,1,0,0,0,294,0.000021,0,18670
matthiasf8,,,2,0,2,2,0,2,0,0,0,0,0.000015,0,294,0.000021,0,180
matthiasjundt,,,4,0,4,4,0,4,0,0,0,0,0.000011,0,294,0.000023,0,5629
matthiasle45,,,1,0,1,1,0,1,0,0,0,0,0.000542,0,17,0.000021,0,2118
matthiasmeisner,,,686,0,686,1064,0,1064,0,0,0,0,0.017567,0,294,0.004051,0,88
102347518,,,0,4,4,0,5,5,1,1,1,0,0,0.000266,294,0.000021,0,18671
107357435,,,0,2,2,0,2,2,1,1,1,0,0,0.000206,294,0.000021,0,18672
110460299,,,0,1,1,0,2,2,1,1,1,0,0,0.000204,294,0.000021,0,18673
1119411608,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18674
112017231,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18675
112228725,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18676
118493732,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18677
1270119314,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18678
1270678909,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18679
1281663410,,,0,2,2,0,3,3,1,1,1,0,0,0.000333,294,0.000021,0,18680
1364826638,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18681
13669412,,,0,2,2,0,2,2,1,1,1,0,0,0.000229,294,0.000021,0,18682
138080390,,,0,3,3,0,3,3,1,1,1,0,0,0.000208,294,0.000021,0,18683
14405933,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18684
14834169,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18685
14912440,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18686
1525638686,,,0,2,2,0,2,2,1,1,1,0,0,0.000273,294,0.000021,0,18687
15342735,,,0,3,3,0,3,3,1,1,1,0,0,0.000214,294,0.000021,0,18689
1551560719,,,0,2,2,0,2,2,1,1,1,0,0,0.000209,294,0.000021,0,18690
15597670,,,0,2,2,0,2,2,1,1,1,0,0,0.000205,294,0.000021,0,18691
156374677,,,0,3,3,0,3,3,1,1,1,0,0,0.000213,294,0.000021,0,18692
15735970,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18693
1617513306,,,0,3,3,0,3,3,1,1,1,0,0,0.000217,294,0.000021,0,18694
16337664,,,0,4,4,0,4,4,1,1,1,0,0,0.000208,294,0.000021,0,18695
16365707,,,0,3,3,0,3,3,1,1,1,0,0,0.00031,294,0.000021,0,18696
166092726,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18697
1683845126,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18698
170991969,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18699
175427690,,,0,4,4,0,5,5,1,1,1,0,0,0.00026,294,0.000021,0,18700
176290317,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18701
18472498,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18702
190175239,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18703
1903807428,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18704
19235255,,,0,7,7,0,9,9,1,1,1,0,0,0.000475,294,0.000021,0,18705
19288418,,,0,2,2,0,3,3,1,1,1,0,0,0.00026,294,0.000021,0,18706
19388832,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18707
195828788,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18708
19650743,,,0,2,2,0,2,2,1,1,1,0,0,0.000248,294,0.000021,0,18709
197468202,,,0,2,2,0,2,2,1,1,1,0,0,0.000214,294,0.000021,0,18710
20385640,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18711
20610385,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18712
20931913,,,0,2,2,0,3,3,1,1,1,0,0,0.000248,294,0.000021,0,18713
211456374,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18714
212235235,,,0,1,1,0,2,2,1,1,1,0,0,0.000204,294,0.000021,0,18715
21404382,,,0,1,1,0,3,3,1,1,1,0,0,0.000204,294,0.000021,0,18716
21507738,,,0,2,2,0,2,2,1,1,1,0,0,0.000209,294,0.000021,0,18717
216649674,,,0,1,1,0,2,2,1,1,1,0,0,0.000204,294,0.000021,0,18718
217030316,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18719
2174007806,,,0,2,2,0,2,2,1,1,1,0,0,0.00025,294,0.000021,0,18720
218236759,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18721
2229935731,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18722
2231846516,,,0,2,2,0,2,2,1,1,1,0,0,0.000211,294,0.000021,0,18723
22492071,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18724
22629715,,,0,3,3,0,3,3,1,1,1,0,0,0.000273,294,0.000021,0,18725
2286056016,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18726
2326775781,,,0,3,3,0,10,10,1,1,1,0,0,0.000267,294,0.000021,0,18727
23284741,,,0,2,2,0,2,2,1,1,1,0,0,0.000214,294,0.000021,0,18728
2333810035,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18729
2339060340,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18730
234486678,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18731
2350664036,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18732
2351931335,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18733
236922308,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18734
2371919999,,,0,2,2,0,3,3,1,1,1,0,0,0.000218,294,0.000021,0,18735
238638860,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18736
2432444450,,,0,3,3,0,3,3,1,1,1,0,0,0.000282,294,0.000021,0,18737
2436639515,,,0,3,3,0,3,3,1,1,1,0,0,0.000277,294,0.000021,0,18738
2447096960,,,0,3,3,0,3,3,1,1,1,0,0,0.000205,294,0.000021,0,18739
2474312910,,,0,2,2,0,2,2,1,1,1,0,0,0.00025,294,0.000021,0,18740
247964735,,,0,2,2,0,2,2,1,1,1,0,0,0.000223,17,0.000021,0,18741
24888308,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18742
2493307411,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18743
2497238050,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18744
251546226,,,0,1,1,0,3,3,1,1,1,0,0,0.000204,294,0.000021,0,18745
2532284174,,,0,2,2,0,2,2,1,1,1,0,0,0.000218,294,0.000021,0,18746
2532878690,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18747
257597582,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18748
259301275,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18749
2593597406,,,0,3,3,0,3,3,1,1,1,0,0,0.000263,294,0.000021,0,18750
259710464,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18751
2602234482,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18752
2654409401,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18753
2664762435,,,0,2,2,0,2,2,1,1,1,0,0,0.000205,294,0.000021,0,18754
26794988,,,0,3,3,0,3,3,1,1,1,0,0,0.000208,294,0.000021,0,18755
2764188597,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18756
28570350,,,0,2,2,0,2,2,1,1,1,0,0,0.000214,294,0.000021,0,18757
289320755,,,0,2,2,0,2,2,1,1,1,0,0,0.000312,294,0.000021,0,18758
2904778905,,,0,2,2,0,2,2,1,1,1,0,0,0.000206,294,0.000021,0,18759
291751573,,,0,1,1,0,3,3,1,1,1,0,0,0.000204,294,0.000021,0,18760
296238351,,,0,1,1,0,2,2,1,1,1,0,0,0.000204,294,0.000021,0,18761
301536669,,,0,3,3,0,3,3,1,1,1,0,0,0.000219,294,0.000021,0,18762
3073230641,,,0,2,2,0,2,2,1,1,1,0,0,0.000204,294,0.000021,0,18763
3077819184,,,0,3,3,0,5,5,1,1,1,0,0,0.000378,294,0.000021,0,18764
311048018,,,0,2,2,0,2,2,1,1,1,0,0,0.000206,294,0.000021,0,18765
3130805285,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18766
3197513446,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18767
323295684,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18768
32342492,,,0,1,1,0,5,5,1,1,1,0,0,0.000204,294,0.000021,0,18769
32638195,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18770
329537715,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18771
3297018921,,,0,4,4,0,4,4,1,1,1,0,0,0.00032,294,0.000021,0,18772
3314080030,,,0,1,1,0,2,2,1,1,1,0,0,0.000204,294,0.000021,0,18773
332192020,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18774
3326066471,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18775
3351746919,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18776
3385555803,,,0,2,2,0,2,2,1,1,1,0,0,0.000205,294,0.000021,0,18777
341589133,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18778
343346452,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18779
3456647775,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18780
347179904,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18781
3548354903,,,0,2,2,0,2,2,1,1,1,0,0,0.000273,294,0.000021,0,18782
3698541737,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18783
370114714,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18784
374522229,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18785
378092283,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18786
38167665,,,0,2,2,0,2,2,1,1,1,0,0,0.00026,294,0.000021,0,18787
383434166,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18788
401255460,,,0,2,2,0,2,2,1,1,1,0,0,0.000205,294,0.000021,0,18789
406247330,,,0,2,2,0,2,2,1,1,1,0,0,0.000267,294,0.000021,0,18790
40850118,,,0,4,4,0,4,4,1,1,1,0,0,0.00029,294,0.000021,0,18791
410858611,,,0,3,3,0,3,3,1,1,1,0,0,0.000218,294,0.000021,0,18792
4143102327,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18793
42860170,,,0,3,3,0,3,3,1,1,1,0,0,0.000224,294,0.000021,0,18794
4310072717,,,0,2,2,0,3,3,1,1,1,0,0,0.00025,294,0.000021,0,18795
4426174996,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18796
447964026,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18797
46225850,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18798
4626999742,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18799
4714711828,,,0,4,4,0,4,4,1,1,1,0,0,0.000296,294,0.000021,0,18800
473089094,,,0,3,3,0,3,3,1,1,1,0,0,0.000276,294,0.000021,0,18801
4767763995,,,0,1,1,0,2,2,1,1,1,0,0,0.000204,294,0.000021,0,18802
4806741507,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18803
4826980797,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18804
48299845,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18805
4866717149,,,0,3,3,0,3,3,1,1,1,0,0,0.000214,294,0.000021,0,18806
4882760638,,,0,3,3,0,3,3,1,1,1,0,0,0.000207,294,0.000021,0,18807
4889240831,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18808
49275682,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18809
49722423,,,0,2,2,0,4,4,1,1,1,0,0,0.000242,294,0.000021,0,18810
505883374,,,0,2,2,0,3,3,1,1,1,0,0,0.000207,294,0.000021,0,18811
51798603,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18812
52159395,,,0,2,2,0,2,2,1,1,1,0,0,0.000312,294,0.000021,0,18813
564852155,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18814
565015218,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18815
571691160,,,0,2,2,0,2,2,1,1,1,0,0,0.000208,294,0.000021,0,18816
574760237,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18817
577003730,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18818
59497180,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18819
602794838,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18820
610241761,,,0,3,3,0,4,4,1,1,1,0,0,0.000205,294,0.000021,0,18821
612090033,,,0,2,2,0,2,2,1,1,1,0,0,0.000273,294,0.000021,0,18822
62555096,,,0,2,2,0,2,2,1,1,1,0,0,0.000214,294,0.000021,0,18823
626295205,,,0,3,3,0,3,3,1,1,1,0,0,0.00027,294,0.000021,0,18824
62776257,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18825
628903113,,,0,2,2,0,3,3,1,1,1,0,0,0.000242,294,0.000021,0,18826
631175576,,,0,2,2,0,2,2,1,1,1,0,0,0.000204,294,0.000021,0,18827
707741510,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18828
721646873426202624,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18829
732319440528904193,,,0,2,2,0,2,2,1,1,1,0,0,0.000205,294,0.000021,0,18830
733179839323230208,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18831
760147767079628800,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18832
771356942,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18833
780527556,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18834
822392359388221440,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18835
836209037133893632,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18836
839649983959818242,,,0,2,2,0,2,2,1,1,1,0,0,0.000214,294,0.000021,0,18837
840967813208653824,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18838
841014398504308737,,,0,2,2,0,3,3,1,1,1,0,0,0.000242,294,0.000021,0,18839
861746833,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18840
863363072,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18841
869169696280633344,,,0,4,4,0,4,4,1,1,1,0,0,0.000363,294,0.000021,0,18842
875444578656059392,,,0,2,2,0,2,2,1,1,1,0,0,0.000229,294,0.000021,0,18843
877457714909249536,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18844
930227125,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18845
963750432,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18846
974310200,,,0,2,2,0,2,2,1,1,1,0,0,0.000207,294,0.000021,0,18847
976790832,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18848
986881279,,,0,4,4,0,4,4,1,1,1,0,0,0.000228,294,0.000021,0,18849
9912212,,,0,1,1,0,1,1,1,1,1,0,0,0.000204,294,0.000021,0,18850
